gene,Ensembl_ID,lfc_DEG1,padj_DEG1,lfc_DEG2,padj_DEG2,lfc_DEG3,padj_DEG3,lfc_DEG4,padj_DEG4
Hcn1,ENSMUSG00000021730,-2.33273217892046,4.49688767402972e-08,NA,NA,NA,NA,NA,NA
Acox2,ENSMUSG00000021751,7.36733097635232,1.79981979134537e-59,-3.38209999245653,3.14239901935326e-19,3.98523098389579,2.47066094601864e-17,3.20212225688168,1.07753985773691e-05
Kctd6,ENSMUSG00000021752,2.26485760113421,7.26790909895825e-27,-2.28060805365498,1.98890889524506e-29,NA,NA,NA,NA
Comtd1,ENSMUSG00000021773,2.14119309467249,1.12155685958857e-65,NA,NA,NA,NA,NA,NA
Rnase10,ENSMUSG00000021872,-2.42647161879983,2.65019284514504e-08,NA,NA,NA,NA,NA,NA
Asb14,ENSMUSG00000021898,-2.00351811342791,1.83151621800564e-109,NA,NA,NA,NA,NA,NA
Cpne6,ENSMUSG00000022212,2.88707425648918,4.12129386587296e-07,NA,NA,NA,NA,NA,NA
Ropn1l,ENSMUSG00000022236,2.08503911280122,0.000567679343582985,NA,NA,2.88882057291412,9.68856484596005e-07,NA,NA
Myc,ENSMUSG00000022346,3.63802807189578,1.10667501679776e-64,NA,NA,NA,NA,NA,NA
Sqle,ENSMUSG00000022351,2.01444705449229,1.33231317110015e-12,NA,NA,NA,NA,NA,NA
Klhl38,ENSMUSG00000022357,-2.23006444436256,9.57370673508534e-15,2.09150142603843,5.80228937237194e-14,NA,NA,NA,NA
Fam83f,ENSMUSG00000022408,2.29527709652131,0.00742846086163244,NA,NA,NA,NA,NA,NA
Adamts20,ENSMUSG00000022449,3.87484267547399,9.38342493979151e-36,NA,NA,2.55562888248068,4.85663546321081e-15,NA,NA
Sep-03,ENSMUSG00000022456,2.06204137537834,1.71973988457852e-12,NA,NA,NA,NA,NA,NA
Pmm1,ENSMUSG00000022474,2.76164924820013,1.0573314369545e-109,NA,NA,NA,NA,NA,NA
Gtsf1,ENSMUSG00000022487,4.04714117096441,4.72276048914425e-05,NA,NA,NA,NA,NA,NA
Mefv,ENSMUSG00000022534,2.70853422987274,0.00111553976397908,NA,NA,NA,NA,NA,NA
Lypd2,ENSMUSG00000022595,-2.98614607383893,9.31406483554766e-24,NA,NA,NA,NA,NA,NA
Psca,ENSMUSG00000022598,4.92593716463523,1.50237652388854e-23,-2.4819600569909,1.16140852788633e-15,2.44397710764433,7.12924932485165e-06,NA,NA
Miox,ENSMUSG00000022613,5.27985094921513,3.72974785000875e-06,NA,NA,4.51792424190947,0.000179871166386996,NA,NA
Mapk8ip2,ENSMUSG00000022619,2.8504740251088,6.79817161305871e-10,-2.88899718059928,2.7169551530835e-11,NA,NA,NA,NA
Gcsam,ENSMUSG00000022659,2.33272836023555,3.44542133166861e-06,NA,NA,2.29697504949495,9.32055874530899e-06,NA,NA
B3gnt5,ENSMUSG00000022686,2.24004958942085,2.85292291753362e-14,NA,NA,NA,NA,NA,NA
Cmss1,ENSMUSG00000022748,-2.08286014129779,3.9033926856767e-83,NA,NA,NA,NA,NA,NA
Maats1,ENSMUSG00000022805,2.91854289992559,0.00304420654089438,NA,NA,NA,NA,NA,NA
Fetub,ENSMUSG00000022871,2.00402030954044,5.75519462720225e-07,NA,NA,NA,NA,NA,NA
Asic1,ENSMUSG00000023017,-2.75178619894013,1.46618957480572e-08,NA,NA,-2.46014220915375,4.17027478729161e-07,NA,NA
Cela1,ENSMUSG00000023031,3.80995891036598,1.65978090391592e-28,NA,NA,2.89713836913938,7.84474589061578e-16,NA,NA
Nr4a1,ENSMUSG00000023034,2.15225567366608,1.22757447710042e-05,NA,NA,NA,NA,NA,NA
Krt18,ENSMUSG00000023043,4.35175262406455,4.40631078337727e-43,NA,NA,4.15828658531651,2.24939072917459e-38,NA,NA
Soat2,ENSMUSG00000023045,4.24955767937514,1.33852048686104e-23,NA,NA,2.83176983434449,2.52896988742982e-10,2.52089407119054,2.2943062065247e-05
Cdkn1a,ENSMUSG00000023067,2.26798216903831,7.80394149402117e-10,NA,NA,NA,NA,NA,NA
Cxcl13,ENSMUSG00000023078,3.62575991860473,2.04309986771974e-05,NA,NA,NA,NA,NA,NA
Fhl1,ENSMUSG00000023092,2.55893807505332,7.90233063328728e-45,NA,NA,NA,NA,NA,NA
Gabrr2,ENSMUSG00000023267,-3.23485358075586,8.25399238109467e-32,NA,NA,NA,NA,NA,NA
Gnb3,ENSMUSG00000023439,2.15123081853096,1.16093824443441e-27,NA,NA,NA,NA,NA,NA
Slc22a3,ENSMUSG00000023828,-2.08229273002167,4.80875502125396e-12,NA,NA,NA,NA,NA,NA
Slc22a1,ENSMUSG00000023829,-2.88690583847813,5.86119078041798e-25,NA,NA,NA,NA,NA,NA
Tnfrsf12a,ENSMUSG00000023905,2.74714998927552,2.71281761524007e-35,NA,NA,NA,NA,NA,NA
Spats1,ENSMUSG00000023935,4.42549042799392,2.13142194095331e-06,NA,NA,4.55543293568313,1.78798529892219e-06,NA,NA
Cyp1b1,ENSMUSG00000024087,2.43874114686898,3.61315408734972e-33,NA,NA,NA,NA,NA,NA
1700061G19Rik,ENSMUSG00000024209,3.45169811394299,1.72689076931409e-05,NA,NA,2.53299809311156,0.00380347868317479,NA,NA
Mzb1,ENSMUSG00000024353,-2.46577594986483,2.63841424568868e-15,NA,NA,NA,NA,NA,NA
Slc23a1,ENSMUSG00000024354,4.97493801228001,3.32612072425134e-14,-2.87891954208513,4.32708729889924e-13,2.09601847019488,0.00616089185709915,NA,NA
Aqp4,ENSMUSG00000024411,-2.46506980218465,1.73235105660857e-11,NA,NA,NA,NA,NA,NA
Pmaip1,ENSMUSG00000024521,2.07980766187057,7.08849218072628e-12,NA,NA,NA,NA,NA,NA
Lox,ENSMUSG00000024529,4.31698417995498,3.03723616935701e-48,NA,NA,3.10251727225022,1.20501001209096e-24,NA,NA
Psat1,ENSMUSG00000024640,4.39520406061244,1.19476491951573e-130,-2.31856690835994,1.4907994525352e-44,2.0766371522525,1.88575954888018e-28,NA,NA
Ms4a7,ENSMUSG00000024672,2.13119426289457,6.57710986858283e-21,NA,NA,2.45959674594608,6.82852928885564e-27,NA,NA
Carnmt1,ENSMUSG00000024726,-2.25194687801736,1.8596342069781e-17,NA,NA,NA,NA,-2.03739981822289,7.9335523539825e-14
Ankrd1,ENSMUSG00000024803,2.87536154097768,7.68968649583228e-34,NA,NA,2.50618859071409,2.88444173165569e-25,NA,NA
Tesmin,ENSMUSG00000024905,-2.12302569581128,1.42123776742524e-07,NA,NA,NA,NA,NA,NA
Fosl1,ENSMUSG00000024912,2.6973511264768,0.000208980484241876,-2.15481840007054,0.00102256276731609,NA,NA,NA,NA
Aldh18a1,ENSMUSG00000025007,3.12728218259614,3.00438097045286e-124,NA,NA,NA,NA,NA,NA
Tll2,ENSMUSG00000025013,-2.2731411854554,0.000246614867334524,NA,NA,NA,NA,NA,NA
Maoa,ENSMUSG00000025037,5.36127312452212,3.44618924308301e-189,-2.20896257673397,6.12220554111694e-38,3.15231054778814,2.00139871767974e-64,NA,NA
Ppp1r27,ENSMUSG00000025129,-3.72062512122497,0.00203903193972361,3.39020886426633,0.00562716812533429,NA,NA,NA,NA
Pycr1,ENSMUSG00000025140,5.05407709173756,3.29967860123038e-140,-2.31717529950994,1.18210159787408e-40,2.73690179222762,8.81397865948323e-40,NA,NA
Ankrd2,ENSMUSG00000025172,2.54813567235364,5.24407870141029e-05,-3.08275766094527,6.66056377905991e-07,NA,NA,NA,NA
Loxl4,ENSMUSG00000025185,2.9894924567429,1.05642448566877e-33,NA,NA,NA,NA,NA,NA
Cnnm1,ENSMUSG00000025189,3.40121969305898,0.00118974154160611,NA,NA,NA,NA,NA,NA
Abcc2,ENSMUSG00000025194,5.48206470128724,1.36242697044497e-07,-2.11815129207008,1.67461360207556e-05,3.36391340921716,0.00349544938426956,NA,NA
Kcnip2,ENSMUSG00000025221,-2.18679211617325,6.30712095776382e-63,NA,NA,NA,NA,NA,NA
Pfkfb1,ENSMUSG00000025271,-2.98841265101594,4.15136878171027e-14,NA,NA,NA,NA,NA,NA
Padi4,ENSMUSG00000025330,2.38099353984791,2.87771890449909e-22,NA,NA,2.60333444189331,7.51391466832965e-26,NA,NA
Gpr143,ENSMUSG00000025333,2.93980763898817,0.00467813395622997,NA,NA,NA,NA,NA,NA
Ddit3,ENSMUSG00000025408,2.45157066247986,2.0215381266731e-41,-2.03765993263062,2.35035618979417e-31,NA,NA,NA,NA
St8sia5,ENSMUSG00000025425,3.281851794062,3.88452175085641e-10,-3.1970015002242,2.57467661377318e-11,NA,NA,NA,NA
Avil,ENSMUSG00000025432,4.85417079879632,5.32505987064434e-156,-3.20078788336158,1.45468118059938e-86,NA,NA,NA,NA
Adam8,ENSMUSG00000025473,2.25104978170786,7.60479351554969e-22,NA,NA,NA,NA,NA,NA
Adgra1,ENSMUSG00000025475,5.02126146109985,6.63592478195596e-10,-2.74040027995009,1.5628599187598e-07,NA,NA,NA,NA
Phkg1,ENSMUSG00000025537,-2.92497006539433,2.11095489069067e-77,NA,NA,NA,NA,NA,NA
Rps6ka6,ENSMUSG00000025665,-2.16790595716248,0.00073096281468585,NA,NA,NA,NA,NA,NA
A930017K11Rik,ENSMUSG00000025727,-3.99606602674059,2.07549234183506e-10,NA,NA,-2.83416134763481,3.4839456729696e-08,NA,NA
Gng13,ENSMUSG00000025739,2.690770497244,0.00471741953043478,NA,NA,2.7743538892452,0.00463042909699353,NA,NA
Il6,ENSMUSG00000025746,4.87432121634624,2.43548916542605e-10,NA,NA,2.996937373701,0.000314415256373837,NA,NA
D3Ertd751e,ENSMUSG00000025766,-2.14516950188658,6.00690423357374e-128,NA,NA,NA,NA,NA,NA
Tgm4,ENSMUSG00000025787,-2.81121293329776,0.00769929984770302,NA,NA,NA,NA,NA,NA
Snca,ENSMUSG00000025889,2.06564056700131,1.56112017572558e-09,-2.10244841614077,1.03270638886427e-10,NA,NA,NA,NA
Mybl1,ENSMUSG00000025912,2.70329833289586,9.74779914206962e-33,NA,NA,NA,NA,NA,NA
Ppp1r42,ENSMUSG00000025916,-2.3014606410548,0.00185440222553281,NA,NA,NA,NA,NA,NA
Gm4956,ENSMUSG00000025936,-2.21470188566287,1.33389475349473e-07,NA,NA,NA,NA,NA,NA
Ctla4,ENSMUSG00000026011,-3.58935068240221,1.04585851327337e-30,2.17983677629074,5.28280487800223e-12,NA,NA,NA,NA
Col5a2,ENSMUSG00000026042,2.01898047942049,6.67986352906457e-47,NA,NA,2.03656692751722,8.25107035528687e-47,NA,NA
Cnga3,ENSMUSG00000026114,-2.58735330329257,2.29950228666639e-26,2.32947976772225,1.86547667434156e-22,NA,NA,NA,NA
Vil1,ENSMUSG00000026175,2.06137288132915,3.85253922216341e-10,NA,NA,NA,NA,NA,NA
Nppc,ENSMUSG00000026241,-3.61250913002902,0.00338982445170561,3.30935302282797,0.00816926672591542,NA,NA,NA,NA
Ngef,ENSMUSG00000026259,2.63244060335619,1.00427814911858e-21,NA,NA,2.54181622315645,1.29905029100447e-19,NA,NA
Gpr39,ENSMUSG00000026343,4.05176428291532,1.40303728563294e-33,NA,NA,3.02809353687688,2.86538185512884e-18,NA,NA
Rgs1,ENSMUSG00000026358,3.76165267361127,1.57155907721851e-06,NA,NA,3.24740414347445,7.14593761504389e-05,NA,NA
Tfcp2l1,ENSMUSG00000026380,4.99985425654207,5.06486141859697e-50,-2.24075163795882,1.64856370769487e-15,2.75910261858325,5.36081900053382e-15,NA,NA
Marco,ENSMUSG00000026390,2.89731772872903,0.00222475477604492,NA,NA,NA,NA,NA,NA
Cyb5r1,ENSMUSG00000026456,2.6632748237637,1.64768752771603e-170,NA,NA,NA,NA,NA,NA
Fam129a,ENSMUSG00000026483,2.08464349919502,1.2986002910542e-88,NA,NA,NA,NA,NA,NA
Uck2,ENSMUSG00000026558,2.30362872225961,7.81688725254734e-52,NA,NA,NA,NA,NA,NA
F5,ENSMUSG00000026579,4.60636606262126,7.40354606205764e-05,NA,NA,NA,NA,NA,NA
Selp,ENSMUSG00000026580,2.33095303185986,7.11653844774495e-07,NA,NA,NA,NA,NA,NA
Cenpf,ENSMUSG00000026605,-3.11328081806006,9.44673654896812e-42,NA,NA,NA,NA,NA,NA
Atf3,ENSMUSG00000026628,3.22779500923795,5.04406592207142e-18,-2.45814622802106,1.1915259988189e-11,NA,NA,NA,NA
Acbd7,ENSMUSG00000026644,-2.75613300207128,7.95533014294276e-08,2.74405932679012,6.79646775250666e-08,NA,NA,NA,NA
Lypd6b,ENSMUSG00000026765,2.95949324116023,3.77688580765659e-05,-2.71780398880196,2.12254698578024e-05,NA,NA,NA,NA
Lcn2,ENSMUSG00000026822,3.67740124823011,3.51801389803124e-23,-3.02164077654575,1.89072571062801e-17,NA,NA,NA,NA
Kcnj3,ENSMUSG00000026824,-2.3725505589252,3.2101120048883e-33,NA,NA,NA,NA,NA,NA
1700007K13Rik,ENSMUSG00000026831,2.52501959131434,0.00516334924776421,NA,NA,NA,NA,NA,NA
Fibcd1,ENSMUSG00000026841,8.92484262852056,1.73183359622987e-15,-3.21378147939436,1.44183774356507e-07,5.7110611491262,1.31985314014499e-06,NA,NA
Slc4a10,ENSMUSG00000026904,3.57544103027769,2.19443873433715e-05,-3.39737775309575,5.13906591206214e-06,NA,NA,NA,NA
Itgb6,ENSMUSG00000026971,-2.89418133636196,2.61353467047645e-14,2.02407078097073,7.11990321325599e-08,NA,NA,NA,NA
Il1rn,ENSMUSG00000026981,3.60426233166206,2.0587275689563e-12,NA,NA,2.63047922238983,1.32826762912161e-06,NA,NA
Hnmt,ENSMUSG00000026986,-2.0652043969059,8.09120901326133e-70,NA,NA,NA,NA,NA,NA
Galnt3,ENSMUSG00000026994,2.45560059803945,0.00656683326763557,NA,NA,NA,NA,NA,NA
Frzb,ENSMUSG00000027004,2.22527872142768,9.4890546907853e-40,NA,NA,NA,NA,NA,NA
Dhrs9,ENSMUSG00000027068,4.68925231151905,2.81161828894006e-09,-2.39208834707532,8.07761004126845e-06,NA,NA,NA,NA
Chrna1,ENSMUSG00000027107,4.20681647818421,1.15880568984139e-08,NA,NA,3.2116342609584,4.12070159157111e-05,NA,NA
Prrg4,ENSMUSG00000027171,2.1437828189334,2.18525990228588e-06,NA,NA,NA,NA,NA,NA
Fbn1,ENSMUSG00000027204,2.09773358969315,4.67894991264282e-14,NA,NA,NA,NA,NA,NA
Fam227b,ENSMUSG00000027209,8.30371813541852,2.49234066467044e-38,-2.32605736758264,1.58242099515059e-25,5.97766076783588,1.34415988001019e-19,NA,NA
Map1a,ENSMUSG00000027254,3.16635237993067,7.31103765025851e-135,NA,NA,2.42126273315847,2.39201529461186e-77,NA,NA
Chac1,ENSMUSG00000027313,2.55432676352929,1.28602698550026e-18,NA,NA,NA,NA,NA,NA
